order_id,order_date,category,region,payment_mode,unit_price,quantity,discount_pct,net_amount
3435,2023-04-08,Toys,West,Debit Card,30.78,3,20,73.87
3904,2023-04-08,Toys,East,Cash,26.5,3,0,79.5
1343,2023-04-08,Beauty,East,UPI,30.82,4,0,123.28
1172,2023-04-08,Beauty,East,Credit Card,34.05,4,5,129.39
1511,2023-04-08,Groceries,West,UPI,15.45,2,10,27.81
1985,2023-04-09,Groceries,East,Credit Card,13.88,2,20,22.21
2134,2023-04-09,Groceries,West,UPI,17.16,2,15,29.17
3721,2023-04-10,Clothing,West,Cash,33.63,3,0,100.89
1442,2023-04-11,Groceries,East,Debit Card,14.39,2,10,25.9
1288,2023-04-11,Groceries,West,Credit Card,16.4,2,0,32.8
2017,2023-04-11,Clothing,South,Debit Card,39.1,1,0,39.1
3682,2023-04-11,Electronics,South,UPI,271.82,4,0,1087.28
2317,2023-04-11,Groceries,West,UPI,12.98,3,5,36.99
3136,2023-04-12,Electronics,East,Debit Card,218.1,2,0,436.2
3751,2023-04-12,Groceries,South,Credit Card,18.65,4,20,59.68
1493,2023-04-12,Toys,East,Debit Card,23.04,1,5,21.89
3713,2023-04-12,Electronics,West,Debit Card,307.6,5,10,1384.2
2729,2023-04-12,Furniture,West,Credit Card,324.08,3,20,777.79
1211,2023-04-12,Beauty,East,Debit Card,22.89,1,0,22.89
3949,2023-04-12,Toys,North,Debit Card,19.78,2,0,39.56
2492,2023-04-13,Electronics,East,Credit Card,197.13,4,0,788.52
2642,2023-04-13,Furniture,North,Cash,231.39,5,15,983.41
3324,2023-04-13,Beauty,West,UPI,34.74,1,15,29.53
2633,2023-04-13,Electronics,West,UPI,229.79,4,0,919.16
1812,2023-04-13,Groceries,South,Debit Card,17.83,4,0,71.32
2059,2023-04-13,Groceries,West,Credit Card,17.48,2,5,33.21
1000,2023-04-13,Toys,East,UPI,26.48,2,0,52.96
1093,2023-04-13,Electronics,West,Cash,266.21,2,0,532.42
1457,2023-04-14,Beauty,North,Debit Card,32.72,3,20,78.53
2287,2023-04-14,Electronics,West,Credit Card,175.98,3,0,527.94
1044,2023-04-14,Furniture,East,UPI,309.51,2,15,526.17
1791,2023-04-15,Furniture,West,Cash,251.89,2,0,503.78
1621,2023-04-15,Clothing,West,Cash,35.49,3,0,106.47
2775,2023-04-15,Beauty,East,UPI,25.78,1,5,24.49
2147,2023-04-15,Electronics,South,Credit Card,244.82,2,0,489.64
1392,2023-04-15,Groceries,East,Debit Card,10.59,2,0,21.18
3523,2023-04-16,Furniture,South,Credit Card,259.27,2,20,414.83
1215,2023-04-16,Electronics,North,Cash,193.63,3,0,580.89
1095,2023-04-16,Beauty,North,UPI,29.27,1,5,27.81
3144,2023-04-17,Clothing,East,Debit Card,35.0,3,10,94.5
1233,2023-04-17,Furniture,North,Debit Card,350.72,4,5,1332.74
3192,2023-04-17,Electronics,East,Debit Card,226.12,3,0,678.36
2710,2023-04-17,Clothing,South,Debit Card,31.11,2,10,56.0
3257,2023-04-17,Toys,South,Credit Card,18.17,2,0,36.34
3293,2023-04-17,Electronics,West,UPI,289.52,3,0,868.56
3937,2023-04-18,Beauty,East,UPI,36.73,5,5,174.47
1905,2023-04-18,Beauty,West,Debit Card,21.05,3,10,56.84
2744,2023-04-19,Beauty,South,UPI,29.26,5,0,146.3
3965,2023-04-19,Groceries,South,Credit Card,15.48,3,20,37.15
3789,2023-04-19,Groceries,East,Credit Card,12.15,5,5,57.71
2634,2023-04-19,Electronics,South,UPI,188.38,3,0,565.14
3212,2023-04-20,Clothing,West,Credit Card,34.91,3,10,94.26
3116,2023-04-20,Clothing,West,Debit Card,45.62,4,15,155.11
3722,2023-04-20,Furniture,North,Credit Card,324.65,1,20,259.72
2199,2023-04-21,Electronics,North,Debit Card,265.76,3,0,797.28
3337,2023-04-21,Furniture,North,UPI,257.79,1,5,244.9
3714,2023-04-21,Toys,North,UPI,26.3,5,15,111.78
3371,2023-04-21,Electronics,South,Debit Card,269.29,3,5,767.48
1522,2023-04-21,Furniture,East,Credit Card,274.07,5,0,1370.35
1411,2023-04-21,Toys,West,Debit Card,32.41,4,0,129.64
1930,2023-04-21,Groceries,North,Debit Card,15.35,4,20,49.12
3803,2023-04-22,Groceries,East,UPI,12.36,5,10,55.62
1774,2023-04-22,Clothing,East,UPI,51.68,5,10,232.56
2704,2023-04-22,Electronics,North,UPI,271.68,5,10,1222.56
2402,2023-04-22,Furniture,South,Debit Card,259.58,5,5,1233.0
3711,2023-04-22,Electronics,South,Debit Card,259.69,3,10,701.16
1750,2023-04-22,Electronics,North,Credit Card,214.2,5,0,1071.0
3832,2023-04-24,Electronics,North,Debit Card,222.56,2,10,400.61
1933,2023-04-24,Clothing,South,Cash,36.12,1,20,28.9
3059,2023-04-24,Toys,West,Credit Card,17.58,4,0,70.32
2054,2023-04-25,Groceries,North,Credit Card,14.34,2,10,25.81
3382,2023-04-25,Electronics,North,UPI,242.42,3,0,727.26
2687,2023-04-26,Groceries,West,Cash,13.54,4,0,54.16
1052,2023-04-27,Electronics,East,UPI,236.34,2,20,378.14
1723,2023-04-27,Groceries,West,Credit Card,11.55,2,5,21.94
1399,2023-04-28,Furniture,North,Debit Card,302.1,4,5,1147.98
3472,2023-04-29,Clothing,West,UPI,38.43,3,20,92.23
3583,2023-04-29,Groceries,East,Debit Card,10.74,5,5,51.02
1151,2023-04-29,Clothing,North,Credit Card,46.57,1,5,44.24
3089,2023-04-29,Electronics,East,Credit Card,224.63,5,10,1010.84
2534,2023-04-30,Furniture,North,Credit Card,387.16,4,0,1548.64
1916,2023-04-30,Groceries,North,UPI,15.61,5,0,78.05
3470,2023-05-01,Electronics,West,UPI,298.56,4,5,1134.53
3997,2023-05-01,Beauty,East,UPI,34.35,5,10,154.57
2367,2023-05-02,Clothing,East,UPI,37.48,5,0,187.4
1555,2023-05-02,Clothing,West,Credit Card,33.22,1,0,33.22
2801,2023-05-02,Groceries,East,Credit Card,16.79,2,5,31.9
2654,2023-05-02,Beauty,South,Cash,37.38,4,0,149.52
1528,2023-05-03,Furniture,South,Debit Card,306.3,3,20,735.12
3081,2023-05-03,Clothing,West,Debit Card,47.09,2,0,94.18
2741,2023-05-03,Electronics,North,UPI,323.5,3,5,921.98
2290,2023-05-04,Beauty,West,Credit Card,31.21,2,0,62.42
1187,2023-05-04,Clothing,West,UPI,29.17,2,0,58.34
2498,2023-05-05,Toys,North,UPI,26.07,3,5,74.3
2279,2023-05-05,Electronics,South,Credit Card,268.22,5,0,1341.1
1945,2023-05-05,Toys,North,Credit Card,29.15,2,10,52.47
1686,2023-05-05,Electronics,North,Credit Card,188.48,2,0,376.96
1405,2023-05-05,Groceries,South,Credit Card,18.02,5,20,72.08
2846,2023-05-05,Toys,North,UPI,20.82,5,0,104.1
1974,2023-05-06,Beauty,South,UPI,31.72,2,15,53.92
1237,2023-05-06,Beauty,South,Cash,31.44,3,5,89.6
1422,2023-05-06,Groceries,West,UPI,13.01,1,10,11.71
3062,2023-05-07,Electronics,West,Credit Card,299.59,1,5,284.61
2325,2023-05-07,Clothing,North,Debit Card,39.41,2,10,70.94
3043,2023-05-07,Groceries,North,Credit Card,12.38,1,10,11.14
1283,2023-05-08,Groceries,North,Cash,18.38,5,0,91.9
2395,2023-05-08,Clothing,East,UPI,39.29,3,0,117.87
2659,2023-05-08,Beauty,West,Credit Card,22.95,1,10,20.66
3177,2023-05-08,Groceries,South,Cash,15.59,3,5,44.43
1153,2023-05-08,Electronics,South,Credit Card,215.3,2,10,387.54
3129,2023-05-09,Clothing,East,Debit Card,45.22,3,10,122.09
1809,2023-05-10,Toys,North,Debit Card,26.8,5,0,134.0
2136,2023-05-10,Electronics,West,Debit Card,315.36,3,10,851.47
1159,2023-05-10,Electronics,East,Credit Card,188.55,3,0,565.65
3281,2023-05-10,Beauty,West,Credit Card,30.62,5,10,137.79
2460,2023-05-10,Electronics,West,Debit Card,218.13,3,5,621.67
3183,2023-05-11,Electronics,West,UPI,235.2,4,0,940.8
3029,2023-05-11,Clothing,South,Credit Card,42.74,5,5,203.02
3418,2023-05-11,Clothing,North,Debit Card,49.25,3,20,118.2
1356,2023-05-11,Groceries,North,UPI,12.39,5,20,49.56
2283,2023-05-11,Electronics,West,UPI,247.36,5,5,1174.96
2406,2023-05-11,Clothing,West,Credit Card,33.47,3,10,90.37
3026,2023-05-11,Groceries,South,Cash,17.51,1,0,17.51
1319,2023-05-12,Clothing,West,UPI,49.27,3,0,147.81
2917,2023-05-12,Groceries,West,Credit Card,15.66,4,5,59.51
3553,2023-05-12,Toys,East,Credit Card,23.21,3,5,66.15
1790,2023-05-12,Groceries,South,Credit Card,17.2,1,10,15.48
2672,2023-05-12,Groceries,South,Credit Card,15.03,3,5,42.84
2580,2023-05-12,Groceries,West,Credit Card,16.94,5,20,67.76
2549,2023-05-12,Clothing,West,Credit Card,51.92,5,5,246.62
2868,2023-05-12,Groceries,North,Credit Card,15.62,5,0,78.1
3707,2023-05-13,Beauty,South,UPI,26.45,5,10,119.02
3820,2023-05-13,Beauty,South,UPI,35.3,2,10,63.54
2472,2023-05-13,Groceries,South,Credit Card,12.33,3,0,36.99
3759,2023-05-13,Furniture,South,UPI,306.08,4,10,1101.89
3474,2023-05-13,Toys,South,UPI,22.23,3,5,63.36
3198,2023-05-13,Groceries,East,Credit Card,14.73,1,0,14.73
3956,2023-05-14,Toys,South,UPI,30.18,1,20,24.14
1726,2023-05-14,Groceries,East,Debit Card,14.23,4,5,54.07
3207,2023-05-14,Groceries,South,UPI,10.72,2,5,20.37
2235,2023-05-14,Furniture,North,Credit Card,334.31,5,5,1587.97
3180,2023-05-14,Groceries,West,Debit Card,12.92,1,15,10.98
2726,2023-05-14,Toys,East,UPI,19.4,1,0,19.4
2411,2023-05-15,Beauty,North,UPI,28.95,1,20,23.16
3424,2023-05-15,Electronics,West,UPI,225.32,3,5,642.16
2809,2023-05-15,Beauty,South,Cash,33.82,5,0,169.1
1845,2023-05-15,Clothing,South,UPI,28.88,4,0,115.52
3914,2023-05-16,Beauty,South,Credit Card,27.85,1,10,25.06
2765,2023-05-16,Clothing,West,Cash,51.44,4,0,205.76
2049,2023-05-17,Electronics,East,Cash,282.68,4,10,1017.65
1471,2023-05-17,Toys,West,Debit Card,31.39,2,15,53.36
2292,2023-05-17,Toys,West,UPI,25.96,2,0,51.92
1737,2023-05-17,Groceries,West,Debit Card,10.7,1,0,10.7
3927,2023-05-17,Toys,East,UPI,18.3,1,0,18.3
3821,2023-05-18,Groceries,West,Credit Card,12.91,4,0,51.64
2131,2023-05-18,Toys,South,UPI,30.26,2,5,57.49
1449,2023-05-18,Electronics,East,Debit Card,254.64,4,0,1018.56
1410,2023-05-19,Groceries,East,Credit Card,15.75,5,5,74.81
1991,2023-05-19,Furniture,South,UPI,324.35,4,0,1297.4
2321,2023-05-19,Groceries,North,UPI,15.98,1,10,14.38
2062,2023-05-20,Groceries,East,Cash,18.71,3,5,53.32
1614,2023-05-20,Furniture,South,Cash,244.05,3,0,732.15
1179,2023-05-20,Beauty,North,UPI,22.61,3,20,54.26
2061,2023-05-21,Groceries,South,Debit Card,13.71,1,15,11.65
2105,2023-05-21,Groceries,South,Credit Card,14.61,5,0,73.05
1253,2023-05-21,Clothing,South,Credit Card,42.82,5,0,214.1
1141,2023-05-21,Clothing,East,Credit Card,49.55,5,10,222.98
3232,2023-05-21,Groceries,West,UPI,16.4,2,0,32.8
1970,2023-05-21,Beauty,East,UPI,26.07,5,0,130.35
2157,2023-05-22,Furniture,West,Credit Card,262.27,5,10,1180.21
1338,2023-05-22,Furniture,South,Cash,236.09,2,0,472.18
2851,2023-05-22,Clothing,East,Debit Card,50.99,5,10,229.46
3242,2023-05-23,Toys,North,UPI,17.55,4,15,59.67
2428,2023-05-23,Beauty,East,UPI,28.44,2,10,51.19
1364,2023-05-23,Clothing,East,UPI,37.8,4,20,120.96
3322,2023-05-23,Electronics,South,Debit Card,319.71,5,0,1598.55
2903,2023-05-23,Groceries,North,Debit Card,18.51,1,0,18.51
3578,2023-05-24,Beauty,East,UPI,34.33,5,0,171.65
2625,2023-05-24,Electronics,West,Credit Card,301.3,5,10,1355.85
1229,2023-05-25,Clothing,North,Debit Card,48.59,5,0,242.95
1089,2023-05-25,Clothing,North,Credit Card,50.9,5,0,254.5
3175,2023-05-26,Groceries,North,Debit Card,15.39,1,20,12.31
2759,2023-05-26,Groceries,North,UPI,17.93,4,0,71.72
3190,2023-05-26,Clothing,West,Credit Card,44.04,2,5,83.68
2200,2023-05-26,Groceries,North,UPI,18.48,4,0,73.92
2176,2023-05-27,Groceries,South,Debit Card,18.49,2,0,36.98
1619,2023-05-27,Electronics,West,UPI,317.07,3,5,903.65
1420,2023-05-27,Clothing,East,Debit Card,40.25,5,20,161.0
2285,2023-05-27,Beauty,East,Cash,33.21,3,15,84.69
1162,2023-05-28,Electronics,West,Credit Card,249.45,5,0,1247.25
3605,2023-05-28,Furniture,South,UPI,369.08,5,5,1753.13
2902,2023-05-28,Groceries,West,Credit Card,14.57,2,15,24.77
1689,2023-05-28,Beauty,East,Credit Card,34.61,3,20,83.06
1160,2023-05-29,Toys,East,Debit Card,28.29,3,20,67.9
1273,2023-05-29,Electronics,South,Credit Card,288.29,1,10,259.46
3925,2023-05-29,Electronics,West,Debit Card,254.17,1,15,216.04
2887,2023-05-29,Toys,West,Debit Card,24.47,2,0,48.94
2374,2023-05-29,Groceries,North,Debit Card,11.37,5,10,51.16
1618,2023-05-29,Beauty,East,Credit Card,32.47,3,10,87.67
3404,2023-05-30,Groceries,East,Cash,15.35,5,5,72.91
2935,2023-05-30,Clothing,North,UPI,46.21,3,5,131.7
3140,2023-05-31,Beauty,East,Debit Card,28.52,4,5,108.38
2516,2023-05-31,Electronics,North,Credit Card,225.7,5,0,1128.5
2527,2023-06-01,Groceries,West,Debit Card,14.16,5,15,60.18
2910,2023-06-01,Furniture,East,Debit Card,213.19,5,15,906.06
1389,2023-06-02,Groceries,East,UPI,17.97,1,10,16.17
3218,2023-06-02,Clothing,South,UPI,33.63,4,5,127.79
3199,2023-06-03,Beauty,North,UPI,25.24,3,0,75.72
1823,2023-06-03,Clothing,North,Debit Card,39.74,2,20,63.58
2883,2023-06-03,Electronics,West,Credit Card,241.05,3,5,686.99
2261,2023-06-03,Groceries,West,Debit Card,16.18,5,10,72.81
1822,2023-06-04,Groceries,North,UPI,11.28,2,5,21.43
3097,2023-06-04,Groceries,South,Credit Card,17.72,1,0,17.72
1722,2023-06-04,Clothing,South,Credit Card,47.55,1,5,45.17
2414,2023-06-04,Groceries,East,Credit Card,12.48,2,0,24.96
1473,2023-06-04,Electronics,East,UPI,175.07,4,0,700.28
2703,2023-06-04,Clothing,East,UPI,42.35,4,15,143.99
1835,2023-06-04,Beauty,North,UPI,36.26,3,0,108.78
3519,2023-06-05,Groceries,North,Credit Card,17.39,2,5,33.04
3283,2023-06-05,Clothing,East,Credit Card,43.16,3,5,123.01
3141,2023-06-05,Beauty,South,Cash,29.25,2,0,58.5
2591,2023-06-05,Electronics,North,Cash,186.74,4,0,746.96
1011,2023-06-06,Toys,North,Credit Card,23.85,1,0,23.85
3981,2023-06-06,Beauty,West,UPI,31.58,4,0,126.32
2800,2023-06-06,Toys,North,Debit Card,28.11,1,0,28.11
1437,2023-06-06,Beauty,North,Debit Card,25.87,3,15,65.97
2918,2023-06-06,Clothing,South,UPI,31.28,1,5,29.72
3498,2023-06-07,Clothing,North,UPI,32.08,3,10,86.62
1278,2023-06-07,Beauty,South,UPI,23.54,4,15,80.04
2032,2023-06-07,Toys,South,Debit Card,18.85,3,0,56.55
3286,2023-06-07,Groceries,South,UPI,13.3,1,0,13.3
3226,2023-06-07,Groceries,East,UPI,16.3,1,10,14.67
3683,2023-06-08,Beauty,South,Debit Card,36.83,3,5,104.97
3143,2023-06-08,Electronics,West,Debit Card,295.36,4,0,1181.44
3690,2023-06-08,Groceries,West,Debit Card,19.18,2,0,38.36
2671,2023-06-08,Clothing,South,UPI,46.31,1,15,39.36
1256,2023-06-08,Furniture,West,UPI,243.34,4,5,924.69
2597,2023-06-08,Clothing,South,Debit Card,36.17,1,5,34.36
1461,2023-06-08,Furniture,South,UPI,377.51,4,10,1359.04
3737,2023-06-09,Clothing,East,Cash,39.99,4,10,143.96
2802,2023-06-09,Electronics,South,Debit Card,273.68,4,0,1094.72
3260,2023-06-09,Groceries,East,Credit Card,15.13,4,5,57.49
3819,2023-06-09,Beauty,East,Debit Card,21.88,2,15,37.2
3243,2023-06-09,Groceries,South,UPI,10.67,4,0,42.68
1059,2023-06-09,Beauty,West,UPI,31.32,1,5,29.75
1042,2023-06-10,Clothing,West,Debit Card,37.47,2,20,59.95
3340,2023-06-10,Groceries,North,UPI,18.49,2,0,36.98
1236,2023-06-10,Groceries,South,UPI,14.08,2,20,22.53
1465,2023-06-10,Electronics,East,UPI,303.07,4,10,1091.05
3110,2023-06-10,Beauty,South,Credit Card,34.25,5,5,162.69
1567,2023-06-10,Groceries,North,Debit Card,12.88,5,15,54.74
2706,2023-06-10,Furniture,East,UPI,340.52,5,0,1702.6
2004,2023-06-10,Electronics,South,UPI,297.25,4,5,1129.55
2339,2023-06-11,Toys,North,UPI,29.82,3,0,89.46
2937,2023-06-11,Furniture,West,UPI,273.26,3,0,819.78
1380,2023-06-11,Groceries,North,Debit Card,16.21,1,0,16.21
2955,2023-06-11,Groceries,North,Credit Card,16.37,2,10,29.47
3191,2023-06-11,Groceries,East,UPI,16.6,5,15,70.55
3726,2023-06-12,Beauty,West,Credit Card,37.49,2,5,71.23
1423,2023-06-12,Beauty,West,Cash,22.62,3,10,61.07
1419,2023-06-12,Clothing,North,Credit Card,28.08,1,15,23.87
1669,2023-06-13,Groceries,West,UPI,11.01,4,5,41.84
2727,2023-06-13,Beauty,South,UPI,25.09,2,5,47.67
2457,2023-06-14,Beauty,West,Credit Card,34.57,4,0,138.28
2289,2023-06-14,Electronics,South,Cash,238.88,5,0,1194.4
2090,2023-06-14,Clothing,South,Debit Card,30.07,1,5,28.57
3938,2023-06-14,Groceries,West,Debit Card,10.65,2,0,21.3
3310,2023-06-14,Groceries,South,Debit Card,15.91,1,15,13.52
3128,2023-06-14,Groceries,North,Debit Card,12.99,3,10,35.07
3989,2023-06-15,Toys,East,Credit Card,23.61,1,20,18.89
1773,2023-06-15,Electronics,East,Cash,224.32,3,15,572.02
2068,2023-06-15,Groceries,North,Cash,10.93,4,0,43.72
3836,2023-06-15,Electronics,West,UPI,233.08,1,10,209.77
2842,2023-06-15,Groceries,West,Credit Card,11.6,1,0,11.6
1922,2023-06-15,Electronics,North,Debit Card,218.9,2,0,437.8
1993,2023-06-15,Beauty,West,Credit Card,23.87,1,0,23.87
3529,2023-06-15,Clothing,East,Credit Card,45.98,2,10,82.76
1902,2023-06-16,Beauty,North,UPI,23.89,4,0,95.56
3645,2023-06-16,Electronics,West,Credit Card,223.87,4,0,895.48
2119,2023-06-16,Groceries,East,UPI,12.69,5,5,60.28
2746,2023-06-16,Groceries,East,Debit Card,14.32,1,0,14.32
1872,2023-06-16,Furniture,North,Debit Card,220.33,3,5,627.94
2520,2023-06-16,Furniture,South,Debit Card,377.5,5,15,1604.38
3752,2023-06-16,Groceries,South,Debit Card,16.13,3,10,43.55
1260,2023-06-16,Furniture,South,UPI,236.95,2,0,473.9
2118,2023-06-17,Clothing,North,Credit Card,45.01,4,0,180.04
2578,2023-06-17,Clothing,West,Credit Card,48.63,4,10,175.07
3311,2023-06-17,Beauty,South,Debit Card,35.66,5,0,178.3
3185,2023-06-17,Beauty,North,Debit Card,24.69,2,15,41.97
1488,2023-06-18,Toys,East,UPI,30.94,5,10,139.23
3495,2023-06-18,Electronics,South,Debit Card,224.83,3,15,573.32
1713,2023-06-18,Electronics,North,UPI,262.26,3,0,786.78
2422,2023-06-19,Electronics,West,Credit Card,318.39,2,0,636.78
1578,2023-06-19,Furniture,North,Debit Card,380.86,5,10,1713.87
3526,2023-06-19,Beauty,South,UPI,29.82,1,5,28.33
2403,2023-06-19,Toys,North,Debit Card,24.32,4,15,82.69
1735,2023-06-20,Furniture,North,Cash,235.66,5,0,1178.3
1962,2023-06-20,Electronics,North,Credit Card,268.62,4,0,1074.48
3099,2023-06-20,Clothing,East,UPI,37.3,2,10,67.14
1450,2023-06-20,Beauty,South,Debit Card,33.2,4,5,126.16
2278,2023-06-20,Toys,East,UPI,20.35,5,10,91.58
3266,2023-06-21,Toys,West,Cash,30.69,1,0,30.69
1398,2023-06-21,Beauty,East,Credit Card,37.01,2,0,74.02
2473,2023-06-21,Furniture,West,Credit Card,346.7,3,0,1040.1
2417,2023-06-21,Electronics,West,Debit Card,209.74,4,0,838.96
1971,2023-06-21,Electronics,West,UPI,211.56,5,15,899.13
3567,2023-06-22,Groceries,East,UPI,11.88,3,10,32.08
1445,2023-06-22,Electronics,North,Credit Card,272.75,2,10,490.95
2042,2023-06-22,Toys,West,Credit Card,25.85,3,0,77.55
1298,2023-06-22,Electronics,West,Cash,241.49,5,0,1207.45
2296,2023-06-23,Clothing,North,UPI,41.43,5,0,207.15
2774,2023-06-23,Groceries,East,Credit Card,13.81,4,20,44.19
3574,2023-06-23,Electronics,West,UPI,299.4,1,0,299.4
2963,2023-06-24,Beauty,North,Debit Card,22.34,3,5,63.67
1440,2023-06-24,Electronics,North,UPI,202.42,4,0,809.68
1240,2023-06-24,Furniture,East,Cash,277.37,2,0,554.74
1544,2023-06-24,Toys,North,Debit Card,23.68,1,10,21.31
1452,2023-06-24,Toys,South,Credit Card,24.03,5,0,120.15
2872,2023-06-25,Furniture,West,Cash,261.47,5,5,1241.98
1361,2023-06-25,Groceries,North,UPI,14.74,3,10,39.8
2536,2023-06-25,Furniture,North,Debit Card,367.83,4,5,1397.75
1953,2023-06-25,Furniture,North,UPI,250.16,4,5,950.61
1959,2023-06-25,Furniture,East,UPI,250.73,2,0,501.46
2968,2023-06-25,Groceries,West,Debit Card,18.12,4,20,57.98
2542,2023-06-25,Electronics,West,Debit Card,177.83,3,0,533.49
3456,2023-06-26,Clothing,West,UPI,38.26,4,15,130.08
3250,2023-06-26,Beauty,South,UPI,37.69,3,0,113.07
2929,2023-06-27,Clothing,West,Credit Card,48.37,1,0,48.37
3877,2023-06-27,Beauty,East,UPI,22.17,4,20,70.94
1340,2023-06-27,Furniture,East,Credit Card,363.11,1,5,344.95
2610,2023-06-27,Toys,West,Debit Card,22.32,4,5,84.82
2401,2023-06-28,Beauty,North,Credit Card,38.27,4,0,153.08
1727,2023-06-28,Groceries,North,Credit Card,17.88,5,10,80.46
3290,2023-06-28,Clothing,North,UPI,32.46,4,0,129.84
2294,2023-06-28,Groceries,North,Debit Card,10.92,5,0,54.6
1138,2023-06-28,Clothing,North,Debit Card,38.05,1,0,38.05
3717,2023-06-28,Furniture,North,Debit Card,271.14,4,15,921.88
3975,2023-06-29,Beauty,East,Credit Card,26.26,5,0,131.3
3550,2023-06-29,Clothing,North,Credit Card,47.96,4,0,191.84
2686,2023-06-29,Clothing,South,Credit Card,35.26,4,0,141.04
2957,2023-06-29,Groceries,East,Credit Card,17.9,3,0,53.7
3098,2023-06-29,Beauty,East,Credit Card,24.75,3,20,59.4
2819,2023-06-29,Furniture,South,Credit Card,238.87,5,15,1015.2
3774,2023-06-29,Clothing,North,Credit Card,49.4,5,0,247.0
1667,2023-06-29,Groceries,North,UPI,14.86,4,0,59.44
1041,2023-06-30,Groceries,West,UPI,13.15,5,0,65.75
2224,2023-06-30,Electronics,North,Credit Card,182.47,3,0,547.41
2430,2023-06-30,Furniture,West,Debit Card,307.57,2,5,584.38
2018,2023-07-01,Electronics,East,UPI,222.88,5,0,1114.4
1325,2023-07-02,Furniture,North,Credit Card,249.71,3,15,636.76
1765,2023-07-02,Electronics,South,Cash,239.23,4,0,956.92
2681,2023-07-02,Groceries,West,UPI,14.57,4,10,52.45
1386,2023-07-02,Beauty,North,UPI,21.81,3,0,65.43
1306,2023-07-02,Electronics,West,Debit Card,240.91,1,0,240.91
1415,2023-07-03,Clothing,South,Credit Card,51.27,3,5,146.12
1429,2023-07-03,Clothing,West,UPI,37.63,3,0,112.89
2240,2023-07-03,Furniture,North,Debit Card,244.82,3,0,734.46
3262,2023-07-03,Clothing,South,UPI,31.49,3,10,85.02
3362,2023-07-03,Clothing,East,Credit Card,39.91,3,20,95.78
2754,2023-07-03,Clothing,North,Debit Card,35.85,1,10,32.26
3688,2023-07-03,Furniture,West,UPI,278.5,5,0,1392.5
1026,2023-07-03,Clothing,East,UPI,39.29,2,10,70.72
3916,2023-07-04,Groceries,South,Debit Card,15.25,4,0,61.0
3606,2023-07-04,Electronics,East,UPI,236.09,4,0,944.36
3159,2023-07-04,Furniture,North,UPI,247.19,4,0,988.76
1226,2023-07-05,Beauty,West,Debit Card,29.38,5,10,132.21
3642,2023-07-05,Groceries,North,UPI,11.92,4,0,47.68
3592,2023-07-05,Groceries,North,UPI,18.95,2,0,37.9
3230,2023-07-05,Groceries,North,Credit Card,17.82,3,10,48.11
2750,2023-07-05,Toys,West,UPI,22.33,2,0,44.66
2469,2023-07-05,Beauty,North,Debit Card,32.3,4,0,129.2
3576,2023-07-05,Groceries,South,UPI,12.58,1,0,12.58
2150,2023-07-05,Clothing,South,Debit Card,44.33,4,10,159.59
1675,2023-07-06,Groceries,South,UPI,16.49,5,5,78.33
2207,2023-07-06,Clothing,West,Credit Card,44.7,2,10,80.46
2949,2023-07-06,Groceries,South,Debit Card,11.22,2,0,22.44
2594,2023-07-07,Electronics,East,Debit Card,242.64,4,20,776.45
2985,2023-07-07,Groceries,West,UPI,16.73,2,10,30.11
2297,2023-07-07,Beauty,East,UPI,26.09,3,0,78.27
1323,2023-07-07,Toys,North,UPI,19.73,5,10,88.78
3650,2023-07-07,Electronics,North,Credit Card,322.27,2,0,644.54
3902,2023-07-08,Clothing,West,Cash,32.29,2,15,54.89
1793,2023-07-08,Groceries,East,UPI,16.54,2,5,31.43
2670,2023-07-08,Clothing,East,UPI,32.32,3,5,92.11
1826,2023-07-08,Furniture,North,Credit Card,282.34,2,5,536.45
3355,2023-07-08,Groceries,South,Credit Card,16.46,3,10,44.44
3320,2023-07-09,Groceries,North,Debit Card,18.49,3,5,52.7
1004,2023-07-09,Electronics,South,Credit Card,252.14,1,0,252.14
2757,2023-07-09,Electronics,North,UPI,181.47,4,10,653.29
1077,2023-07-10,Groceries,North,UPI,12.51,2,0,25.02
2043,2023-07-10,Clothing,East,UPI,43.92,1,15,37.33
2836,2023-07-10,Electronics,East,Credit Card,305.45,3,20,733.08
1638,2023-07-10,Furniture,South,UPI,357.73,3,0,1073.19
3179,2023-07-10,Electronics,West,Cash,229.25,2,10,412.65
2181,2023-07-11,Toys,East,Debit Card,21.97,3,0,65.91
2738,2023-07-12,Clothing,West,Credit Card,41.29,4,0,165.16
1478,2023-07-12,Electronics,South,UPI,208.73,4,5,793.17
2728,2023-07-12,Furniture,East,UPI,294.66,1,0,294.66
1697,2023-07-12,Clothing,North,Credit Card,37.66,5,15,160.05
2436,2023-07-12,Clothing,South,Debit Card,28.03,5,10,126.14
2789,2023-07-12,Electronics,West,UPI,279.06,2,0,558.12
2533,2023-07-12,Electronics,North,Credit Card,276.42,2,5,525.2
3695,2023-07-13,Clothing,South,Debit Card,43.59,5,0,217.95
2611,2023-07-13,Furniture,West,UPI,387.69,5,0,1938.45
1143,2023-07-13,Groceries,North,Debit Card,15.54,4,0,62.16
1494,2023-07-13,Furniture,West,Credit Card,354.63,2,10,638.33
3871,2023-07-13,Electronics,West,UPI,303.05,1,10,272.74
3473,2023-07-14,Electronics,West,UPI,274.83,4,0,1099.32
3807,2023-07-14,Beauty,West,Cash,22.27,5,15,94.65
